Longitude,Latitude,Depth,pTemperature,Salinity,d18O,dD,Year,Month,Reference,
143.76,53,39,1.93,31.77,-1.26,**,1999,9,Yamamoto et al (2002),
-168.75,65.83,0,**,31.77,-1.25,**,1988,9,Ostlund and Grall (1993),
-168.75,65.83,5,**,31.77,-1.19,**,1988,9,Ostlund and Grall (1993),
-165.75,70.97,39,4.18,31.77,-1,**,1993,9,Cooper et al (1999),
-155.88,71.67,20,2.83,31.77,-0.9,**,1984,10,Ostlund and Grall (1993),
-164.58,70.06,15,1.07,31.77,-0.77,**,2008,7,Polyak and Ortiz (2009, pers. comm.)
-168.84,74.5,56,-1.35,31.78,-2.15,**,1994,7,Ekwurzel et al (2001),
143.6,54.01,19,2.87,31.78,-1.16,**,1999,9,Yamamoto et al (2002),
-172.94,62.08,52,-1.23,31.78,-0.81,**,1993,6,Cooper et al (1997),
-167.61,68.11,45,4.83,31.78,-0.43,**,1990,9,Cooper et al (1997),
158.35,79.45,30,-1.38,31.79,-2.3,**,2008,10,Abrahamsen et al (2009),
-158.44,72.73,40,-1.56,31.79,-2.2,**,2002,8,Cooper et al (2005),
-171.93,61.37,50,-0.84,31.79,-1.69,**,1993,6,Cooper et al (1997),
144.51,53,19,3.67,31.79,-1.32,**,1998,7,Yamamoto et al (2002),
-175.05,62.02,15,-0.19,31.79,-0.87,**,1990,6,Cooper et al (1997),
134,75.5,29,-1.51,31.8,-2.97,**,1994,9,Mueller-Lupp et al (2003),
-159.67,75.77,69,-1.16,31.8,-2.36,**,1966,**,Van Donk and Mathieu (1969),
-171.67,62.77,42,0.63,31.8,-2.11,**,1993,6,Cooper et al (1997),
-156.98,71.55,20,0.08,31.8,-2.04,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
-168.75,65.83,30,**,31.8,-1.32,**,1988,9,Ostlund and Grall (1993),
-168.75,65.83,19,**,31.8,-1.22,**,1988,9,Ostlund and Grall (1993),
-168.75,65.83,10,**,31.8,-1.16,**,1988,9,Ostlund and Grall (1993),
-172.18,62.6,45,-1.61,31.8,-1.04,**,1990,6,Cooper et al (1997),
-129.3,71.72,41,-1.58,31.81,-3.4,**,1988,3,Melling and Moore (1995),
-133.43,70.02,15,3.1,31.81,-3.03,**,1984,10,Ostlund and Grall (1993),
126.32,77.1,9,-1.58,31.81,-1.33,**,1993,9,Frank (1996),
-168.75,65.83,0,**,31.81,-1.27,**,1988,9,Ostlund and Grall (1993),
-168.75,65.83,46,**,31.81,-1.11,**,1988,9,Ostlund and Grall (1993),
-168.36,63.66,28,4.98,31.81,-0.77,**,1988,8,Grebmeier et al (1990),
-131.52,71.33,3,-1.74,31.82,-3.4,**,1988,3,Melling and Moore (1995),
141.2,80.22,12,-1.74,31.82,-2.01,**,2008,10,Abrahamsen et al (2009),
-168.75,65.83,0,**,31.82,-1.15,**,1988,9,Ostlund and Grall (1993),
-174.6,70.83,0,3.84,31.82,-1.06,**,1993,8,Cooper et al (1999),
-169.43,62.58,22,-1.05,31.82,-1.01,**,1990,6,Cooper et al (1997),
-126.4,82.5,46,**,31.83,-2.7,**,1979,4,Ostlund and Grall (1993),
-170.08,62.43,30,0.6,31.84,-1.92,**,1993,6,Cooper et al (1997),
138.8,80.78,7,-1.72,31.84,-1.91,**,2008,10,Abrahamsen et al (2009),
-170.95,62.62,38,-0.21,31.84,-1.7,**,1993,6,Cooper et al (1997),
-176.99,69.55,26,5.11,31.84,-1.01,**,1990,9,Cooper et al (1997),
-129.32,71.53,3,-1.75,31.85,-3.8,**,1988,3,Melling and Moore (1995),
-110,85.5,20,-1.7,31.85,-2.47,**,1983,4,Ostlund et al (1987),
-110,85.5,10,-1.74,31.85,-2.4,**,1983,4,Ostlund et al (1987),
-110,85.5,40,-1.66,31.85,-2.34,**,1983,4,Ostlund et al (1987),
-153.3,72.51,62,-1.63,31.85,-1.52,**,2002,7,Cooper et al (2005),
-129.12,69.98,2,**,31.86,-3.99,**,1991,4,Macdonald et al (1995),
-122.78,78.52,49,-1.74,31.86,-2.25,**,1984,10,Ostlund and Grall (1993),
-173.76,62.25,55,-1.09,31.86,-1.74,**,1993,6,Cooper et al (1997),
-168.4,65.67,46,1.63,31.86,-1.26,**,1993,6,Cooper et al (1997),
-170.71,68.82,13,2.64,31.86,-1.05,**,1992,10,Cooper et al (1997),
170.56,71.17,36,-0.39,31.86,-1.04,**,1995,8,Munchow et al (1999),
-129.12,69.98,4,**,31.87,-4.1,**,1991,4,Macdonald et al (1995),
-129.12,69.98,0,**,31.87,-3.89,**,1991,4,Macdonald et al (1995),
-131.44,71.22,13,-1.74,31.87,-3.5,**,1988,3,Melling and Moore (1995),
-143.43,72.57,70,-1.29,31.87,-2.59,**,1984,10,Ostlund and Grall (1993),
-176.28,71.73,35,1.46,31.87,-1.15,**,1993,9,Cooper et al (1999),
-171,66.93,38,1.91,31.87,-1.1,**,1993,9,Cooper et al (1999),
-159.66,71.06,71,1.23,31.87,-1.09,**,1990,9,Cooper et al (1997),
-173.27,68.13,5,2.22,31.87,-0.74,**,1993,9,Cooper et al (1999),
-133.7,71.09,13,-1.74,31.88,-3.7,**,1988,3,Melling and Moore (1995),
130.48,75.25,17,-1.44,31.88,-2.84,**,2007,9,Abrahamsen et al (2009),
-165.4,73.63,46,-1.47,31.88,-2.09,**,2002,8,Cooper et al (2005),
126.36,77.13,9,-1.44,31.88,-1.46,**,1993,9,Frank (1996),
-168,65.19,40,5.07,31.88,-1.22,**,1992,8,Cooper et al (1997),
137.7,55.86,19,6.83,31.88,-1,**,1999,9,Yamamoto et al (2002),
137.7,55.86,2,6.82,31.88,-0.97,**,1999,9,Yamamoto et al (2002),
-173,62.06,50,-1.67,31.88,-0.7,**,1990,6,Cooper et al (1997),
-168.35,62.72,30,-0.02,31.88,-0.42,**,1990,6,Cooper et al (1997),
-129.12,69.98,7,**,31.89,-4.34,**,1991,4,Macdonald et al (1995),
-129.12,69.98,10,**,31.89,-4.12,**,1991,4,Macdonald et al (1995),
-131.7,75.1,61,**,31.89,-2.37,**,1978,10,Ostlund and Hut (1984),
130.48,76.75,12,1.17,31.89,-1.78,**,2007,9,Abrahamsen et al (2009),
-173.67,61.72,67,-1.62,31.89,-1.55,**,1993,6,Cooper et al (1997),
-147.83,59.48,0,**,31.89,-1.4,**,1980,**,Kipphut (1990),
-174.01,62.42,58,-1.2,31.89,-1.29,**,1993,8,Cooper et al (1999),
-174.15,69.87,10,2.29,31.89,-0.73,**,1993,9,Cooper et al (1999),
-133.43,70.02,25,2.4,31.9,-3.06,**,1984,10,Ostlund and Grall (1993),
-172.38,62.93,50,-1.24,31.9,-1.78,**,1993,6,Cooper et al (1997),
-169.12,65.87,40,4.05,31.9,-1.46,**,1992,10,Cooper et al (1997),
-167.91,69.07,43,4.84,31.9,-0.9,**,1990,9,Cooper et al (1997),
-173.09,62.6,55,-1.04,31.91,-1.62,**,1993,6,Cooper et al (1997),
170.34,71.31,47,-0.64,31.91,-1.52,**,1995,8,Munchow et al (1999),
145.09,49.5,3,12.74,31.91,-1.19,**,1999,9,Yamamoto et al (2002),
-175.05,62.33,65,-1.44,31.91,-1.14,**,1993,8,Cooper et al (1999),
-174.5,70.66,10,2.19,31.91,-1.09,**,1992,10,Cooper et al (1997),
-168.41,65.67,43,1.36,31.91,-0.97,**,2002,7,Cooper et al (2005),
-169.5,67,0,6.74,31.91,-0.9,**,1995,8,Munchow et al (1999),
-127.76,71.21,24,-1.73,31.92,-3.4,**,1988,3,Melling and Moore (1995),
-169.33,62.8,33,0.93,31.92,-1.73,**,1993,6,Cooper et al (1997),
-169.27,62.1,25,2.75,31.92,-1.43,**,1984,10,Ostlund and Grall (1993),
-168.57,65.68,47,1.34,31.92,-1.29,**,1993,6,Cooper et al (1997),
-170.62,70.33,5,0.18,31.92,-1.14,**,1992,10,Cooper et al (1997),
-172.09,61.43,55,-1.63,31.92,-1.11,**,1990,6,Cooper et al (1997),
138.37,55.79,9,6.41,31.92,-0.77,**,2000,6,Yamamoto et al (2002),
-165.16,56.55,74,1.81,31.92,-0.77,**,1993,8,Cooper et al (1999),
-174.57,72.12,15,3.47,31.92,-0.62,**,1990,9,Cooper et al (1997),
-135.62,70.68,13,-1.75,31.93,-3.5,**,1988,3,Melling and Moore (1995),
143.2,55.51,8,2.84,31.93,-1.13,**,2000,6,Yamamoto et al (2002),
143.84,54.01,19,3.57,31.93,-1.1,**,1999,9,Yamamoto et al (2002),
-156.69,71.55,25,-1.25,31.93,-1.05,**,1992,8,Cooper et al (1997),
-161.58,71.75,24,0.51,31.93,-0.96,**,1993,9,Cooper et al (1999),
-175.05,62.02,20,-1.02,31.93,-0.91,**,1990,6,Cooper et al (1997),
138.8,80.78,11,-1.7,31.94,-1.77,**,2008,10,Abrahamsen et al (2009),
-152.56,71.45,61,-1.43,31.94,-1.5,**,2002,8,Cooper et al (2005),
-171.3,62.43,39,-1.6,31.94,-1.2,**,1990,6,Cooper et al (1997),
-172.58,62.33,50,-1.66,31.94,-1.07,**,1990,6,Cooper et al (1997),
-134.04,71.36,13,-1.75,31.95,-3.7,**,1988,3,Melling and Moore (1995),
-133.66,70.19,0,**,31.95,-3.19,**,1991,5,Macdonald et al (1995),
130.5,74.75,24,-1.25,31.95,-2.87,**,2007,9,Abrahamsen et al (2009),
-172.59,61.06,60,-1.48,31.95,-1.51,**,1993,6,Cooper et al (1997),
-170.58,75.45,27,-1.67,31.95,-1.43,**,1994,7,Ekwurzel et al (2001),
-168.84,72.13,4,-1.62,31.95,-1.34,**,1994,7,Ekwurzel et al (2001),
-166.13,71.2,35,**,31.95,-1.21,**,1988,9,Ostlund and Grall (1993),
142.88,54.43,59,1.22,31.95,-1.17,**,1999,9,Yamamoto et al (2002),
-170.07,64.04,29,5.41,31.95,-0.54,**,1988,8,Grebmeier et al (1990),
-129.12,69.98,15,**,31.96,-3.96,**,1991,4,Macdonald et al (1995),
-133.55,70.95,13,-1.75,31.96,-3.1,**,1988,3,Melling and Moore (1995),
-174.31,79.98,60,-1.67,31.96,-2.39,**,1994,8,Ekwurzel et al (2001),
-143.47,72.58,70,**,31.96,-2.37,**,1990,9,Macdonald et al (1995),
-143.42,72.57,70,-1.22,31.96,-2.32,**,1984,10,Ostlund and Grall (1993),
-174.5,61.88,71,-1.63,31.96,-1.51,**,1993,6,Cooper et al (1997),
-171.79,63.8,20,0.46,31.96,-1.28,**,1993,6,Cooper et al (1997),
-175.43,71.99,25,3.42,31.96,-1.19,**,1990,9,Cooper et al (1997),
-175.01,62.03,66,-1.54,31.96,-1.18,**,1993,8,Cooper et al (1999),
143.33,54.01,30,1.05,31.96,-1.13,**,1999,9,Yamamoto et al (2002),
-175.05,62.02,25,-1.39,31.96,-0.85,**,1990,6,Cooper et al (1997),
-165.66,56.84,69,2.36,31.96,-0.82,**,1993,8,Cooper et al (1999),
147.39,81.18,12,-1.71,31.97,-1.63,**,1995,8,Frank (1996),
-168.57,65.68,44,0.82,31.97,-0.96,**,2002,7,Cooper et al (2005),
-164.64,56.87,65,2.54,31.97,-0.91,**,1993,8,Cooper et al (1999),
-173.85,72.2,25,3.09,31.97,-0.61,**,1990,9,Cooper et al (1997),
-129.32,71.13,8,-1.75,31.98,-3.4,**,1988,3,Melling and Moore (1995),
-174.58,62.4,65,-1.56,31.98,-1.47,**,1993,6,Cooper et al (1997),
-171.67,75.94,52,-1.37,31.98,-1.46,**,1994,7,Ekwurzel et al (2001),
-169.4,70.6,24,3.32,31.98,-1.28,**,1990,9,Cooper et al (1997),
-170.34,62.27,36,-1.35,31.98,-0.96,**,1990,6,Cooper et al (1997),
-173.47,61.73,35,-1.65,31.98,-0.94,**,1990,6,Cooper et al (1997),
-170.49,70.51,23,3.46,31.98,-0.68,**,1990,9,Cooper et al (1997),
-171.21,70.81,27,3.35,31.98,-0.62,**,1990,9,Cooper et al (1997),
-168.72,62.66,25,-0.1,31.98,-0.27,**,1990,6,Cooper et al (1997),
-133.66,70.19,7,**,31.99,-3.47,**,1991,5,Macdonald et al (1995),
-121.2,82.2,46,**,31.99,-2.47,**,1979,4,Ostlund and Grall (1993),
-108.5,83.9,46,**,31.99,-2.37,**,1979,4,Ostlund and Grall (1993),
-134.39,71.76,50,**,31.99,-2,**,1986,3,H. Melling (pers. comm.),
-156.98,71.55,30,-0.31,31.99,-1.97,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
-157.4,74.7,50,-1.16,31.99,-1.5,**,1993,8,Cooper et al (1999),
-166.13,71.2,40,**,31.99,-1.49,**,1988,9,Ostlund and Grall (1993),
129.5,74.5,33,-1.4,32,-2.79,**,1994,9,Mueller-Lupp et al (2003),
-171.9,62.8,45,-1.65,32,-0.9,**,1990,6,Cooper et al (1997),
-168.32,65.7,49,3.78,32,-0.55,**,1990,9,Cooper et al (1997),
-170.58,75.45,42,-1.66,32.01,-1.36,**,1994,7,Ekwurzel et al (2001),
144.97,79.25,10,-1.67,32.01,-1.3,**,2008,10,Abrahamsen et al (2009),
-168.95,67.67,45,1.35,32.01,-1.21,**,1993,6,Cooper et al (1997),
-169.49,68.94,10,2.09,32.01,-1.07,**,1992,10,Cooper et al (1997),
-170.25,62.46,30,-1.34,32.01,-0.98,**,1990,6,Cooper et al (1997),
137.7,55.86,58,5.94,32.01,-0.94,**,1999,9,Yamamoto et al (2002),
-175.05,62.02,30,-1.36,32.01,-0.93,**,1990,6,Cooper et al (1997),
-169.19,65.86,37,1.82,32.01,-0.86,**,1993,8,Cooper et al (1999),
-133.66,70.19,2,**,32.02,-3.62,**,1991,5,Macdonald et al (1995),
-128.33,71.09,16,-1.75,32.02,-3.6,**,1988,3,Melling and Moore (1995),
-133.66,70.19,4,**,32.02,-3.6,**,1991,5,Macdonald et al (1995),
133.34,76.54,30,-0.83,32.02,-2.56,**,1993,9,Frank (1996),
-161.09,72.8,16,-1.43,32.02,-1.22,**,2002,8,Cooper et al (2005),
-175.22,62.53,68,-1.54,32.02,-1.2,**,1993,6,Cooper et al (1997),
-159.28,72.8,36,-1.61,32.02,-1.16,**,1993,8,Cooper et al (1999),
-174.39,71,11,2.14,32.02,-1.01,**,1992,10,Cooper et al (1997),
-175.85,69.43,10,1.72,32.02,-0.85,**,1993,9,Cooper et al (1999),
-165.4,73.63,51,-1.53,32.03,-1.76,**,2002,8,Cooper et al (2005),
-155.72,74.4,50,-1.04,32.03,-1.57,**,1993,8,Cooper et al (1999),
-176.55,71.17,25,2.58,32.03,-1.15,**,1990,9,Cooper et al (1997),
-174.52,70.5,11,2.35,32.03,-1.03,**,1992,10,Cooper et al (1997),
145.5,54.01,0,16,32.03,-1,**,1998,7,Yamamoto et al (2002),
-133.21,70.7,8,-1.76,32.04,-3.3,**,1988,3,Melling and Moore (1995),
133.34,76.54,32,-0.85,32.04,-2.54,**,1993,9,Frank (1996),
130.5,74.75,25,-1.33,32.04,-2.47,**,2007,9,Abrahamsen et al (2009),
-173.48,61.22,65,-1.7,32.04,-1.34,**,1993,6,Cooper et al (1997),
-162.5,71.58,41,1.62,32.04,-1.17,**,1993,9,Cooper et al (1999),
-168.92,67.5,5,2.91,32.04,-0.4,**,1987,8,Grebmeier et al (1990),
-163,75.4,33,-1.34,32.05,-1.61,**,1993,8,Cooper et al (1999),
-167.85,73.5,32,-1.67,32.05,-1.49,**,1993,8,Cooper et al (1999),
133.58,77.66,21,-1.55,32.05,-1.27,**,1993,9,Frank (1996),
-168.72,65.7,48,0.64,32.05,-1.08,**,1993,6,Cooper et al (1997),
-175.84,71.12,5,1.28,32.05,-0.81,**,1993,9,Cooper et al (1999),
-169,67.33,0,6.03,32.05,-0.72,**,1995,8,Munchow et al (1999),
-129.29,70.56,3,**,32.06,-4.1,**,1987,3,H. Melling (pers. comm.),
-157.4,73.69,57,-1.27,32.06,-1.66,**,1993,8,Cooper et al (1999),
-174.5,61.88,65,-1.62,32.06,-1.65,**,1993,6,Cooper et al (1997),
-175.25,62.04,75,-1.58,32.06,-1.52,**,1993,6,Cooper et al (1997),
172.84,70.17,0,2.23,32.06,-1.44,**,1995,8,Munchow et al (1999),
-168,68.94,46,2.09,32.06,-1.37,**,1990,9,Cooper et al (1997),
133.52,78.1,11,-1.21,32.06,-1.29,**,1993,9,Frank (1996),
-168,68.94,46,2.09,32.06,-1.07,**,1990,9,Cooper et al (1997),
-168.89,67.5,2,6.09,32.06,-0.99,**,2002,7,Cooper et al (2005),
-164.6,56.28,77,1.93,32.06,-0.86,**,1993,8,Cooper et al (1999),
-175.3,71.04,4,1.18,32.06,-0.35,**,1993,9,Cooper et al (1999),
-171.57,70.25,10,1.17,32.06,-0.19,**,1992,10,Cooper et al (1997),
-129.67,70.8,0,**,32.07,-4.32,**,1991,5,Macdonald et al (1995),
-171.88,63.86,23,-0.7,32.07,-1.25,**,1993,6,Cooper et al (1997),
-169.83,66.65,10,2.17,32.07,-0.94,**,1992,10,Cooper et al (1997),
-155.88,71.67,51,3.5,32.07,-0.94,**,1984,10,Ostlund and Grall (1993),
-166.87,68.32,7,1.38,32.07,-0.85,**,1992,10,Cooper et al (1997),
-174.91,70.97,21,4,32.07,-0.78,**,1990,9,Cooper et al (1997),
-174.33,61.5,72,-1.67,32.08,-1.48,**,1993,6,Cooper et al (1997),
149.81,79.88,8,-1.64,32.08,-1.35,**,1995,8,Frank (1996),
-166.02,70.35,10,0.81,32.08,-1.1,**,2008,7,Polyak and Ortiz (2009, pers. comm.)
-165.25,54.4,15,5.13,32.08,-0.75,**,1990,6,Cooper et al (1997),
-152.56,71.45,70,-1.5,32.08,-0.6,**,2002,8,Cooper et al (2005),
-133.4,70.02,2,**,32.09,-3.64,**,1991,4,Macdonald et al (1995),
-133.66,70.19,10,**,32.09,-3.54,**,1991,5,Macdonald et al (1995),
-133.66,70.19,15,**,32.09,-3.44,**,1991,5,Macdonald et al (1995),
-133.22,70.75,50,**,32.09,-3,**,1987,3,H. Melling (pers. comm.),
145.09,49.5,9,12.98,32.09,-1.12,**,1999,9,Yamamoto et al (2002),
-148.08,58.39,0,**,32.09,-1.1,**,1980,**,Kipphut (1990),
146.66,53.01,10,14.79,32.09,-0.99,**,1998,7,Yamamoto et al (2002),
-166.78,66.96,35,3.73,32.09,-0.81,**,1988,8,Grebmeier et al (1990),
-168.5,65.67,51,3.48,32.09,-0.79,**,1988,8,Grebmeier et al (1990),
-167.02,70.66,47,3.29,32.09,-0.65,**,1993,9,Cooper et al (1999),
-133.4,70.02,0,**,32.1,-4.26,**,1991,4,Macdonald et al (1995),
-133.66,70.19,20,**,32.1,-3.43,**,1991,5,Macdonald et al (1995),
-168.75,65.74,45,3.75,32.1,-1.3,**,1992,10,Cooper et al (1997),
-152.56,71.45,79,-1.51,32.1,-1.3,**,2002,8,Cooper et al (2005),
-168.49,68.94,48,1.78,32.1,-1.22,**,1990,9,Cooper et al (1997),
-125.83,44.33,0,**,32.1,-1.12,**,**,**,Epstein and Mayeda (1953),
-169.33,64.39,39,0.35,32.1,-1.09,**,1987,8,Grebmeier et al (1990),
-166.87,68.32,28,1.43,32.1,-1.01,**,1992,10,Cooper et al (1997),
-170.91,64.23,32,0.8,32.1,-0.82,**,1988,8,Grebmeier et al (1990),
-129.12,69.98,5,**,32.11,-4.59,**,1992,5,Macdonald et al (1995),
-158.44,72.73,52,-1.5,32.11,-2.02,**,2002,8,Cooper et al (2005),
-163.67,75.3,50,-1.41,32.11,-1.41,**,1993,8,Cooper et al (1999),
-170.58,75.45,57,-1.35,32.11,-1.28,**,1994,7,Ekwurzel et al (2001),
143.83,54,19,2.95,32.11,-1.22,**,2000,6,Yamamoto et al (2002),
146.48,49.51,2,2.16,32.11,-0.79,**,2000,6,Yamamoto et al (2002),
-155.02,71.83,46,-1.45,32.12,-1.98,**,2002,7,Cooper et al (2005),
-159.09,73.71,61,-1,32.12,-1.93,**,2002,8,Cooper et al (2005),
143.59,54,20,0.97,32.12,-1.62,**,1998,7,Yamamoto et al (2002),
150.14,80.31,9,-1.71,32.12,-1.43,**,1995,8,Frank (1996),
-173.37,70.17,26,4.38,32.12,-0.99,**,1990,9,Cooper et al (1997),
-174.52,70.58,8,2.44,32.12,-0.92,**,1992,10,Cooper et al (1997),
-168.41,70.64,36,2.35,32.12,-0.84,**,1990,9,Cooper et al (1997),
-133.4,70.02,4,**,32.13,-4.04,**,1991,4,Macdonald et al (1995),
130.5,76,16,-1.29,32.13,-2.76,**,2007,9,Abrahamsen et al (2009),
-145.58,73.93,85,-1.37,32.13,-2.23,**,1985,4,Ostlund et al (1987),
-167.39,64.09,28,2.31,32.13,-1.51,**,1988,8,Grebmeier et al (1990),
-168.84,72.13,10,-1.65,32.13,-1.42,**,1994,7,Ekwurzel et al (2001),
175.5,75.5,30,-1.53,32.13,-1.38,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-152.56,71.45,82,-1.52,32.13,-1.34,**,2002,8,Cooper et al (2005),
-175.36,69.65,0,5.58,32.13,-1.15,**,1995,8,Munchow et al (1999),
-168.33,68.66,48,4.13,32.13,-0.88,**,1988,8,Grebmeier et al (1990),
-168.72,65.7,2,7.45,32.13,-0.79,**,2002,7,Cooper et al (2005),
150,89,10,-1.78,32.14,-2.5,**,1969,12,Vetshteyn et al (1974),
-166.5,74.5,50,-1.53,32.14,-1.48,**,1993,8,Cooper et al (1999),
-165.29,74.81,50,-1.51,32.14,-1.45,**,1993,8,Cooper et al (1999),
-173.47,61.73,40,-1.69,32.14,-1.44,**,1990,6,Cooper et al (1997),
-167.1,74.3,50,-1.57,32.14,-1.4,**,1993,8,Cooper et al (1999),
143.5,52.98,15,0.48,32.14,-1.31,**,1998,7,Yamamoto et al (2002),
-174.52,73.99,50,-1.64,32.14,-1.18,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-176.22,62.73,74,-1.26,32.14,-0.97,**,1993,8,Cooper et al (1999),
-168.57,65.68,2,7.85,32.14,-0.73,**,2002,7,Cooper et al (2005),
-173,68.95,0,6.16,32.14,-0.59,**,1995,8,Munchow et al (1999),
-163.67,75.3,75,-1.26,32.15,-1.39,**,1993,8,Cooper et al (1999),
143.5,52.98,20,0.45,32.15,-1.31,**,1998,7,Yamamoto et al (2002),
170.82,71,30,-0.24,32.15,-1,**,1995,8,Munchow et al (1999),
-175.05,62.02,35,-1.59,32.15,-0.95,**,1990,6,Cooper et al (1997),
140.95,55.54,22,2.17,32.15,-0.94,**,1999,9,Yamamoto et al (2002),
138.23,55.45,10,5.78,32.15,-0.94,**,1999,9,Yamamoto et al (2002),
-133.4,70.02,7,**,32.16,-4.01,**,1991,4,Macdonald et al (1995),
-133.4,70.02,10,**,32.16,-3.86,**,1991,4,Macdonald et al (1995),
-133.66,70.19,30,**,32.16,-3.35,**,1991,5,Macdonald et al (1995),
-139.07,70.41,75,**,32.16,-2.25,**,1990,9,Macdonald et al (1995),
130.5,74.75,27,-1.45,32.16,-2.24,**,2007,9,Abrahamsen et al (2009),
150,89,50,-1.74,32.16,-2.1,**,1969,12,Vetshteyn et al (1974),
-168.02,74.1,50,-1.49,32.16,-1.58,**,1993,8,Cooper et al (1999),
144.04,79.75,9,-1.68,32.16,-1.31,**,1995,9,Frank (1996),
144.34,53.99,16,12.85,32.16,-0.98,**,1999,9,Yamamoto et al (2002),
-174.09,60.88,81,-1.71,32.16,-0.93,**,1994,5,Cooper et al (1999),
143.21,55.5,30,2.53,32.16,-0.88,**,1999,9,Yamamoto et al (2002),
150.5,47.5,19,12.75,32.16,-0.87,**,1996,9,Yamamoto et al (2001),
-169.18,64.38,29,2.79,32.16,-0.69,**,1988,8,Grebmeier et al (1990),
-168.63,64.77,45,0.59,32.16,-0.59,**,1987,8,Grebmeier et al (1990),
-129.12,69.98,20,**,32.17,-3.83,**,1991,4,Macdonald et al (1995),
-133.4,70.02,20,**,32.17,-3.76,**,1991,4,Macdonald et al (1995),
-129.31,71.34,3,-1.76,32.17,-3.2,**,1988,3,Melling and Moore (1995),
176.88,81.58,10,-1.69,32.17,-2.4,**,1994,8,Ekwurzel et al (2001),
143.59,54,20,2.1,32.17,-1.17,**,2000,6,Yamamoto et al (2002),
141,55,10,5.78,32.17,-1.16,**,2000,6,Yamamoto et al (2002),
-170.93,62.87,37,-1.66,32.17,-1.13,**,1990,6,Cooper et al (1997),
-173.47,61.73,45,-1.7,32.17,-1.05,**,1990,6,Cooper et al (1997),
138.35,55.8,49,4.76,32.17,-0.9,**,1999,9,Yamamoto et al (2002),
-167.85,70.66,10,1.83,32.17,-0.9,**,1992,10,Cooper et al (1997),
-167.17,67.77,44,1.11,32.17,-0.73,**,1987,8,Grebmeier et al (1990),
-174.3,69.95,26,2.98,32.17,-0.72,**,1990,9,Cooper et al (1997),
-129.3,71.72,51,-1.37,32.18,-2.7,**,1988,3,Melling and Moore (1995),
-177,71.15,29,-0.21,32.18,-1.36,**,1990,9,Cooper et al (1997),
-173.47,61.73,50,-1.7,32.18,-1.26,**,1990,6,Cooper et al (1997),
-160,70.83,41,3.5,32.18,-0.88,**,1992,10,Cooper et al (1997),
-170,66.67,0,6.69,32.18,-0.87,**,1995,8,Munchow et al (1999),
-173.47,61.73,62,-1.7,32.18,-0.84,**,1990,6,Cooper et al (1997),
150.08,81.2,11,-1.73,32.19,-1.55,**,1995,8,Frank (1996),
150.13,80.51,9,-1.72,32.19,-1.46,**,1995,8,Frank (1996),
-164.08,75.2,50,-1.47,32.19,-1.38,**,1993,8,Cooper et al (1999),
149.77,80.08,10,-1.69,32.19,-1.36,**,1995,8,Frank (1996),
149.68,48.59,12,13.3,32.19,-0.94,**,1999,9,Yamamoto et al (2002),
-129.32,71.53,34,-1.75,32.2,-3,**,1988,3,Melling and Moore (1995),
130.48,75.25,26,-1.56,32.2,-2.46,**,2007,9,Abrahamsen et al (2009),
-134.39,71.76,60,**,32.2,-2,**,1986,3,H. Melling (pers. comm.),
-165.4,73.63,61,-1.59,32.2,-1.54,**,2002,8,Cooper et al (2005),
150.01,80.84,20,-1.73,32.2,-1.53,**,1995,8,Frank (1996),
-167.85,73.5,50,-1.59,32.2,-1.29,**,1993,8,Cooper et al (1999),
149.68,48.59,3,13.3,32.2,-0.94,**,1999,9,Yamamoto et al (2002),
145,45.5,0,15.1,32.2,-0.86,**,1996,9,Yamamoto et al (2001),
145,45.5,9,14.89,32.2,-0.86,**,1996,9,Yamamoto et al (2001),
-170.21,63.84,30,4,32.2,-0.68,**,1988,8,Grebmeier et al (1990),
-129.12,69.98,23,**,32.21,-3.67,**,1991,4,Macdonald et al (1995),
-173.32,76.62,68,-1.3,32.21,-1.41,**,1994,8,Ekwurzel et al (2001),
122.69,80.89,9,-1.72,32.21,-1.26,**,1995,9,Frank (1996),
-161.09,72.8,21,-1.64,32.21,-1.22,**,2002,8,Cooper et al (2005),
-175,61.02,90,-1.63,32.21,-0.92,**,1994,5,Cooper et al (1999),
-174.57,70.25,10,3.12,32.21,-0.89,**,1992,10,Cooper et al (1997),
-173.81,68,45,1.63,32.21,-0.76,**,1993,9,Cooper et al (1999),
-168.85,65.71,2,7.11,32.21,-0.74,**,2002,7,Cooper et al (2005),
-133.4,70.02,25,**,32.22,-3.73,**,1991,4,Macdonald et al (1995),
-129.12,69.98,25,**,32.22,-3.7,**,1991,4,Macdonald et al (1995),
-134.6,70.95,75,-1.35,32.22,-2.25,**,1984,10,Ostlund and Grall (1993),
-156.98,71.55,40,-0.75,32.22,-1.86,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
-164.65,70.31,35,3.77,32.22,-1.3,**,1992,8,Cooper et al (1997),
-176.22,71.87,23,-0.36,32.22,-1.15,**,1990,9,Cooper et al (1997),
143.76,53,50,0.58,32.22,-1.12,**,1999,9,Yamamoto et al (2002),
143.33,54,20,1.96,32.22,-1.11,**,2000,6,Yamamoto et al (2002),
